facility_id,facility_name,facility_type,address,city,state,zip,esd_procedure,created_at
1003017351,CARLSBAD SURGERY CENTER LLC,Ambulatory Surgery Center,6121 Paseo Del Norte,Carlsbad,California,92011,No,
1003553645,CYPRESS AMBULATORY SURGERY CENTER LLC DBA CURRENCY CIR SURGERY CENTER,Ambulatory Surgery Center,835 Currency Cir Ste 1021,Lake Mary,Florida,32746,No,
1013136456,"South Jersey Musculoskeletal Institute, Llc",Ambulatory Surgery Center,556 Egg Harbor Rd Ste B,Sewell,New Jersey,8080,No,
1013980317,Los Angeles Inglewood Endoscopy Asc Lp,Ambulatory Surgery Center,8110 Airport Blvd,Los Angeles,California,90045,No,
1023588266,STAR SUITES LLC DBA STAR SURGICAL SUITES LLC,Ambulatory Surgery Center,623 Stewart Ave Ste 101,Garden City,New York,11530,No,
1033190566,Northern Indiana Ambulatory Surgery Center,Ambulatory Surgery Center,500 Arcade Ave,Elkhart,Indiana,46514,No,
1043835713,Idaho Endoscopy Center Llc,Ambulatory Surgery Center,5080 E Commerce St,Nampa,Idaho,83687,No,
1053391169,Endoscopy Center Of South Bay Lp,Ambulatory Surgery Center,23560 Madison St,Torrance,California,90505,No,
1053496240,Oakland Ca Endoscopy Asc Lp,Ambulatory Surgery Center,300 Frank Ogawa Plaza,Oakland,California,94612,No,
1053933952,GASTROENTEROLOGY ASSOCIATES OF THE PIEDMONT DBA KERNERSVILLE ENDOSCOPY CENTER,Ambulatory Surgery Center,445 Pineview Dr Ste 240,Kernersville,North Carolina,27284,No,
1053952937,PARAGON SURGICAL CENTER LLC,Ambulatory Surgery Center,9149 Estate Thomas Ste 303,St Thomas,Virgin Islands,802,No,
1053985721,ENDO SURGICAL CENTER OF KISSIMMEE PLLC,Ambulatory Surgery Center,737 W Oak St Ste 201,Kissimmee,Florida,34741,No,
1063422962,"San Antonio Ambulatory Surgical Center, Inc",Ambulatory Surgery Center,901 San Bernardino Rd,Upland,California,91786,No,
1063584415,Carolina Digestive Endoscopy Center,Ambulatory Surgery Center,300 Billingsley Road,Charlotte,North Carolina,28211,No,
1063996734,COASTAL ENDO LLC,Ambulatory Surgery Center,175 Gunning River Rd Unit 4,Barnegat,New Jersey,8005,No,
1063999662,"Southern Kentucky Surgicenter, Llc",Ambulatory Surgery Center,484 Golden Autumn Way,Bowling Green,Kentucky,42103,No,
1073079596,Premier Gastroenterology Associates Pllc,Ambulatory Surgery Center,10915 Rodney Parham Rd,Little Rock,Arkansas,72212,No,
1073149365,Medford Surgery Center Llc,Ambulatory Surgery Center,170 Governors Ave Ste 100,Medford,Massachusetts,2155,No,
1073581880,Ambulatory Surgery Center Llc,Ambulatory Surgery Center,818 N Emporia,Wichita,Kansas,67214,No,
1073587416,"Syracuse Endoscopy Associates, Llc",Ambulatory Surgery Center,739 Irving Ave,Syracuse,New York,13210,No,
1073621579,Shoreline Surgery Center Llc,Ambulatory Surgery Center,800 Boston Post Rd Bldg 1,Guilford,Connecticut,6437,No,
1073680419,THE SOUTH BEND CLINIC LLP,Ambulatory Surgery Center,,South Bend,Indiana,92011,No,
1073794855,Surgicare Of La Veta Ltd.,Ambulatory Surgery Center,3500 Barranca Pkwy Suite 130,Irvine,California,92606,No,
1083220123,Queens Surgical Center Llc,Ambulatory Surgery Center,,Flushing,New York,92011,No,
1083670970,Glenwood Surgical Center Lp,Ambulatory Surgery Center,8945 Magnolia Ave Ste 200,Riverside,California,92503,No,
1093264368,"Kern Medical Surgery Center, Llc",Ambulatory Surgery Center,,Bakersfield,California,92011,No,
1093383655,"Sherman Endoscopy Center, Llc",Ambulatory Surgery Center,1615 North Highway 75,Sherman,Texas,75090,No,
1093395501,COLUMBUS ONE ENDOSCOPY LLC DBA HILLIARD ENDO CENTER,Ambulatory Surgery Center,,HILLIARD,Ohio,92011,No,
1093993727,Carolina Mountain Gastroenterology Endoscopy Center,Ambulatory Surgery Center,1032 Fleming St,Hendersonville,North Carolina,28791,No,
1104373315,"Brentwood Surgery Center, Llc",Ambulatory Surgery Center,1001 Health Park Dr Ste 101,Brentwood,Tennessee,37027,No,
1104457274,TEXAS MIDWEST ENDOSCOPY CENTER,Ambulatory Surgery Center,14 Hospital Dr Ste B,Abilene,Texas,79606,No,
1114035946,Lafayette General Endoscopy Center Inc,Ambulatory Surgery Center,1211 Coolidge Blvd,Lafayette,Louisiana,70503,No,
1114483492,ORANGE COUNTY DIGESTIVE CENTER INC,Ambulatory Surgery Center,1400 Reynolds Ave Ste 125,Irvine,California,92614,No,
1114549805,BANNER SURGERY CENTER IRONWOOD,Ambulatory Surgery Center,37200 N Gantzel Rd Ste 100,Queen Creek,Arizona,85140,No,
1114696234,"One Nineteen Gi Asc, Llc",Ambulatory Surgery Center,7191 Cahaba Valley Rd,Birmingham,Alabama,35242,No,
1124324181,Manhattan Endoscopy Center Llc,Ambulatory Surgery Center,535 5th Ave,New York,New York,10017,No,
1124498357,Endoscopy Center Of Inland Empire Llc,Ambulatory Surgery Center,40404 California Oaks Rd Ste A,Murrieta,California,92562,No,
1134126097,PHYSICIANS SURGERY CENTER OF KNOXVILLE LLC,Ambulatory Surgery Center,,Knoxville,Tennessee,92011,No,
1134777832,PETERS ENDOSCOPY CENTER,Ambulatory Surgery Center,1580 Skeet Club Rd,High Point,North Carolina,27265,No,
1154318103,Optum Care Washington Pllc,Ambulatory Surgery Center,3927 Rucker Ave,Everett,Washington,98201,No,
1154387710,CENTER FOR ADVANCED SURGERY,Ambulatory Surgery Center,,Gilbert,Arizona,92011,No,
1154593481,RANCHO MIRAGE SURGERY CENTER,Ambulatory Surgery Center,35-800 Bob Hope Drive,Rancho Mirage,California,92270,No,
1154840064,SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,Ambulatory Surgery Center,4100 Minnesota Drive,Edina,Minnesota,55435,No,
1154945921,MONTANA ENDOSCOPY CENTER,Ambulatory Surgery Center,1930 W Broadway,Missoula,Montana,59808,No,
1164012142,COMPREHENSIVE DIGESTIVE SURGICENTER LLC DBA COMPREHENSIVE DIGESTIVE SURGICAL CENTER,Ambulatory Surgery Center,8440 W Warm Springs Rd,Las Vegas,Nevada,89113,No,
1164159109,MCHS HOSPITALS INC DBA MARSHFIELD CLINIC WAUSAU ASC,Ambulatory Surgery Center,2727 Plaza Dr,Wausau,Wisconsin,54401,No,
1164513149,Endo-Surgi Of Union Asc Llc,Ambulatory Surgery Center,1201 Morris Ave,Union,New Jersey,7083,No,
1164719209,Surgical Specialists Of St Lucie County Llc,Ambulatory Surgery Center,,Port St Lucie,Florida,92011,No,
1164732426,NORWALK SURGERY CENTER LLC,Ambulatory Surgery Center,40 Cross St Ste 120,Norwalk,Connecticut,6851,No,
1174128359,JEFFERSON ASC LLC DBA VOLUNTEER SURGERY CENTER,Ambulatory Surgery Center,6242 W Andrew Johnson Hwy,Talbott,Tennessee,37877,No,
1184009326,"Ambulatory Center For Endoscopy, Llc",Ambulatory Surgery Center,9226 Kennedy Blvd,North Bergen,New Jersey,7047,No,
1184295321,"Sapling Grove Endoscopy Center, Llc",Ambulatory Surgery Center,240 Medical Park Blvd Ste 2400,Bristol,Tennessee,37620,No,
1184378846,"Intrepid Lane Asc, Llc",Ambulatory Surgery Center,190 Intrepid Ln,Syracuse,New York,13205,No,
1184666364,Long Island Center For Digestive Health Llc,Ambulatory Surgery Center,1103 Stewart Ave,Uniondale,New York,11530,No,
1184687386,"Digestivecare, Llc",Ambulatory Surgery Center,75 Sylvania Dr,Beavercreek,Ohio,45440,No,
1194083824,Providence Facey Medical Foundation,Ambulatory Surgery Center,11333 Sepulveda Blvd,Mission Hills,California,91345,No,
1194285031,"Riverside Surgical Center Of Newark, Llc",Ambulatory Surgery Center,393 Mulberry St,Newark,New Jersey,7102,No,
1194351833,"Delray Beach Asc, Llc",Ambulatory Surgery Center,,Delray Beach,Florida,92011,No,
1205364981,"Merced Ambulatory Surgery Center, Llc",Ambulatory Surgery Center,1390 E Yosemite Ave Ste B,Merced,California,95340,No,
1205803699,Gi Diagnostic Endoscopy Center,Ambulatory Surgery Center,2550 Windy Hill Rd Se,Marietta,Georgia,30067,No,
1205885746,Glasgow Medical Center Llc,Ambulatory Surgery Center,2600 Glasgow Ave,Newark,Delaware,19702,No,
1205949245,USPI MEMORIAL SURGERY CENTER,Ambulatory Surgery Center,8131 S Memorial Dr,Tulsa,Oklahoma,74133,No,
1215307012,"Bay Area Surgicenter, Llc",Ambulatory Surgery Center,516 Vonderburg Dr,Brandon,Florida,33511,No,
1215381843,The Regents Of The University Of California,Ambulatory Surgery Center,7320 Woodlake Ave,West Hills,California,91307,No,
1215574926,Southwell Ambulatory Inc,Ambulatory Surgery Center,3790 Old Us 41 N Ste C,VALDOSTA,Georgia,31602,No,
1225039761,Endoscopy Center Of St Thomas Llc,Ambulatory Surgery Center,4230 Harding Rd,Nashville,Tennessee,37205,No,
1225268915,"Main Line Pa Endoscopy Asc, Lp",Ambulatory Surgery Center,1991 Sproul Rd Ste 240,Broomall,Pennsylvania,19008,No,
1225579295,SANTA BARBARA OUTPATIENT SURGERY CENTER LLC DBA SANTA BARBARA SURGERY CENTER,Ambulatory Surgery Center,3045 De La Vina St,Santa Barbara,California,93105,No,
1235189739,Atlantic Gastroenterology Endoscopy,Ambulatory Surgery Center,2465 Emerald Pl,Greenville,North Carolina,27834,No,
1235715996,CENTRAL UTAH SURGICENTER LLC DBA CENTRAL UTAH SURGICAL CENTER,Ambulatory Surgery Center,1067 N 500 W,Provo,Utah,84604,No,
1245331628,Bernstein Hilliker Hartzell Eye Center Llp,Ambulatory Surgery Center,66 Enterprise Blvd,Allenwood,Pennsylvania,17810,No,
1245575919,Memorial Care Surgical Center At Saddleback Llc,Ambulatory Surgery Center,24331 El Toro Rd,Laguna Hills,California,92637,No,
1245768209,TEXAS HEALTH SURGERY CENTER BEDFORD LLC DBA TEXAS HEALTH SURGERY CENTER BEDFORD,Ambulatory Surgery Center,,Bedford,Texas,92011,No,
1245862002,"Quincy Physicians & Surgeons Clinic, Pllc",Ambulatory Surgery Center,3301 Broadway St.,Quincy,Illinois,62301,No,
1255070116,Mercy South Asc Llc,Ambulatory Surgery Center,12345 W Bend Dr Ste 201,Saint Louis,Missouri,63128,No,
1255820544,WALLINGFORD ENDOSCOPY CENTER LLC,Ambulatory Surgery Center,863 N Main Street Ext Ste 300,Wallingford,Connecticut,6492,No,
1255875126,VIP SURG ASC LLC,Ambulatory Surgery Center,1246 N Fm 3083 Rd W Ste A,Conroe,Texas,77304,No,
1255909842,GREENBELT AMBULATORY SURGERY LP,Ambulatory Surgery Center,7809 Belle Point Dr,Greenbelt,Maryland,20770,No,
1275168718,NAZARETH PHYSICIAN SERVICES DBA NAZARETH HEALTH ENDOSCOPY CENTER,Ambulatory Surgery Center,1403 Rhawn St,Philadelphia,Pennsylvania,19111,No,
1275178444,KENOSHA DIGESTIVE HEALTH CENTER,Ambulatory Surgery Center,8220 75th St,Kenosha,Wisconsin,53142,No,
1275281370,Mass General Brigham Amsurg Inc.,Ambulatory Surgery Center,30 Tuscan Boulevard,Salem,New Hampshire,3079,No,
1275292229,SCOTTSDALE ENDOSCOPY ASC LLC DBA SCOTTSDALE ENDOSCOPY CENTER,Ambulatory Surgery Center,,Scottsdale,Arizona,92011,No,
1275522849,Colima Endoscopy Center Inc,Ambulatory Surgery Center,1900 S Brea Canyon Rd Unit A,Rowland Heights,California,91765,No,
1275530271,"Tri-State Surgery Center, L.L.C.",Ambulatory Surgery Center,1500 Associates Dr,Dubuque,Iowa,52002,No,
1285251132,"West Bozeman Surgery Center, Llc",Ambulatory Surgery Center,875 S Cottonwood Rd,Bozeman,Montana,59718,No,
1285282343,KINGWOOD ENDOSCOPY,Ambulatory Surgery Center,310 Kingwood Executive Dr Ste A,Kingwood,Texas,77339,No,
1285664466,Newport Multi Specialty Surgery Center Llc,Ambulatory Surgery Center,400 Newport Center Dr Ste 102,Newport Beach,California,92660,No,
1285912600,The Emory Clinic Inc,Ambulatory Surgery Center,1805 Vernon Rd,Lagrange,Georgia,30240,No,
1295213734,"Los Gatos Surgical Center, A California Limited Partnership",Ambulatory Surgery Center,2410 Samaritan Dr Ste 100,San Jose,California,95124,No,
1295702942,Grapevine Surgicare Partners Ltd,Ambulatory Surgery Center,2040 W State Highway 114,Southlake,Texas,76051,No,
1295748531,The Emory Clinic Inc,Ambulatory Surgery Center,1365 Clifton Rd Ne,Atlanta,Georgia,30322,No,
1295772101,CAPE CORAL SURGERY CENTER,Ambulatory Surgery Center,2721 Del Prado Blvd S,Cape Coral,Florida,33904,No,
1295798346,"Sunrise Flamingo Surgery Center, Llc",Ambulatory Surgery Center,2565 E Flamingo Rd,Las Vegas,Nevada,89121,No,
1306369566,"Nova Surgery Center, Llc",Ambulatory Surgery Center,8331 Westminster Blvd Ste B,Westminster,California,92683,No,
1306472063,THE EMORY CLINIC INC DBA EMORY ENDOSCOPY CENTER AT DECATUR,Ambulatory Surgery Center,2665 N Decatur Rd Ste 740,Decatur,Georgia,30033,No,
1306476197,"Eamc-Lanier Ambulatory Surgery Center, Llc",Ambulatory Surgery Center,4800 48th St,Valley,Alabama,36854,No,
1306486634,"Fredericksburg Endoscopy Center, Llc",Ambulatory Surgery Center,1211 Central Park Blvd,Fredericksburg,Virginia,22401,No,
1306575121,"Rocky Mountain Endoscopy Centers, Llc",Ambulatory Surgery Center,7000 W Colfax Ave,Lakewood,Colorado,80214,No,
1306826177,"Northern Wyoming Surgical Center, Llc",Ambulatory Surgery Center,732 Lindsay Ln,Cody,Wyoming,82414,No,
1306963020,Battle Creek Endoscopy & Surgery Llc,Ambulatory Surgery Center,3770 Capital Ave Sw,Battle Creek,Michigan,49015,No,
1316406523,Johns Hopkins Surgery Centers Series,Ambulatory Surgery Center,10803 Falls Rd Ste 3100,Lutherville,Maryland,21093,No,
1316508252,Minimally Invasive Surgicenter Llc,Ambulatory Surgery Center,6646 W Atlantic Ave,Delray Beach,Florida,33446,No,
1326176215,"Nashville Gastrointestinal Specialists, Llc",Ambulatory Surgery Center,4230 Harding Pike Ste 309b,Nashville,Tennessee,37205,No,
1326555491,Gi North Endoscopy.Llc,Ambulatory Surgery Center,4150 Deputy Bill Cantrell Memorial Road,Cumming,Georgia,30040,No,
1326557653,SJ EAST CAMPUS LLC ASC DBA DENVER SURGERY CENTER,Ambulatory Surgery Center,1830 N Franklin St Ste 200,Denver,Colorado,80218,No,
1336107580,Pomerado Outpatient Surgical Center Lp,Ambulatory Surgery Center,2130 Citracado Pkwy Ste 100,San Diego,California,92029,No,
1336213099,"San Gabriel Ambulatory Surgery Center, Lp",Ambulatory Surgery Center,207 S Santa Anita St Ste G16,San Gabriel,California,91776,No,
1336268754,"Mountain Vista Orthopaedic Surgery Center, Llc",Ambulatory Surgery Center,5890 W 13th St,Greeley,Colorado,80634,No,
1336448968,"South Anchorage Surgery Center, Llc",Ambulatory Surgery Center,1917 Abbott Rd,Anchorage,Alaska,99507,No,
1346308517,"Cabarrus Gastroenterology Associates, Pllc",Ambulatory Surgery Center,1070 Vinehaven Dr Ne,Concord,North Carolina,28025,No,
1346383155,Briarcliff Ambulatory Surgery Center Lp,Ambulatory Surgery Center,4150 N Mulberry Dr,Kansas City,Missouri,64116,No,
1346918646,TIMPVIEW ASC LLC,Ambulatory Surgery Center,,American Fork,Utah,92011,No,
1356400782,CARLE SURGICENTER,Ambulatory Surgery Center,3103 Fields South Dr,Champaign,Illinois,61822,No,
1356411144,Geisinger Clinic,Ambulatory Surgery Center,132 Abigail Ln,Port Matilda,Pennsylvania,16870,No,
1356643944,UNION SURGERY CENTER LLC,Ambulatory Surgery Center,1000 Galloping Hill Rd,Union,New Jersey,7083,No,
1356665681,Athens Gastroenterology Endoscopy Center,Ambulatory Surgery Center,3320 Old Jefferson Rd,Athens,Georgia,30607,No,
1356901995,Case Center For Surgery & Endoscopy Llc,Ambulatory Surgery Center,512 N Cable Rd,Lima,Ohio,45805,No,
1356903967,Unity Linden Oaks Surgery Center,Ambulatory Surgery Center,1065 Senator Keating Blvd,Rochester,New York,14618,No,
1356918916,SALTZER GASTROENTEROLOGY CENTER LLC,Ambulatory Surgery Center,875 S Vanguard Way Ste 300,Meridian,Idaho,83642,No,
1366032617,EMERSON ENDOSCOPY AND DIGESTIVE HEALTH CENTER LLC,Ambulatory Surgery Center,310 Baker Ave Ste 175a,Concord,Massachusetts,1742,No,
1366041469,The Regents Of The University Of California,Ambulatory Surgery Center,,NORTH HOLLYWOOD,California,92011,No,
1366047433,MANSFIELD ENDOSCOPY CENTER LLC,Ambulatory Surgery Center,647 N Miller Rd,Mansfield,Texas,76063,No,
1366549511,"Fort Myers Children's Surgery Center, Llc",Ambulatory Surgery Center,3700 Central Ave,Ft Myers,Florida,33901,No,
1366761397,MEDINASUMMIT AMBULATORY SURGERY CENTER,Ambulatory Surgery Center,,MEDINA,Ohio,92011,No,
1366776106,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,Ambulatory Surgery Center,21155 Southwest Fwy,Richmond,Texas,77469,No,
1366868572,PREMIER SURGERY CENTER LLC,Ambulatory Surgery Center,,High Point,North Carolina,92011,No,
1376002469,Bva United Llc,Ambulatory Surgery Center,24727 Tomball Pkwy Ste 100,Tomball,Texas,77375,No,
1376115279,HOUSTON ASC LLC,Ambulatory Surgery Center,1659 Watson Blvd,Warner Robins,Georgia,31093,No,
1376185876,RINEHART RD SURGERY CENTER,Ambulatory Surgery Center,,Lake Mary,Florida,92011,No,
1376780916,COMMUNITY SURGERY CENTER HAMILTON,Ambulatory Surgery Center,9700 E 146th St,Noblesville,Indiana,46060,No,
1376998666,SWAN SURGERY CENTER LLC,Ambulatory Surgery Center,1505 N Swan Rd # 101,Tucson,Arizona,85712,No,
1386110575,CENTRAL OHIO ENDOSCOPY CENTER LLC,Ambulatory Surgery Center,1025 Refugee Rd Fl 1,Pickerington,Ohio,43147,No,
1386161495,MEDSTAR SURGERY CENTER AT BRANDYWINE,Ambulatory Surgery Center,,BRANDYWINE,Maryland,92011,No,
1386165504,Emory Clinic Inc,Ambulatory Surgery Center,7813 Spivey Station Blvd,Jonesboro,Georgia,30236,No,
1386221604,CONWAY HOSPITAL INC DBA CMC SURGICAL CENTER SOUTH,Ambulatory Surgery Center,,Myrtle Beach,South Carolina,92011,No,
1386277069,SOUTHWEST ENDOSCOPY CENTER,Ambulatory Surgery Center,2223 E Baseline Rd Ste B,Gilbert,Arizona,85234,No,
1386381408,CYPRESS AMBULATORY SURGERY CENTER DBA WELLNESS AVE SURGERY CENTER,Ambulatory Surgery Center,,Orange City,Florida,92011,No,
1386721249,"Allied Physicians Surgery Center, Llc",Ambulatory Surgery Center,53990 Carmichael Dr,South Bend,Indiana,46635,No,
1396203238,"Sun City Center Ambulatory Surgery Center, Llc",Ambulatory Surgery Center,,RUSKIN,Florida,92011,No,
1396342838,LEXINGTON HEALTH INC DBA LMC IRMO ASC,Ambulatory Surgery Center,,Columbia,South Carolina,92011,No,
1396709077,"Rmc Surgery Center, Llc",Ambulatory Surgery Center,7160 Brockton Ave,Riverside,California,92506,No,
1396741807,East Bay Endoscopy Center Lp,Ambulatory Surgery Center,5858 Horton St,Emeryville,California,94608,No,
1396832549,THE SURGERY CENTER,Ambulatory Surgery Center,,Flint,Michigan,92011,No,
1396896684,Dreyer-Mercy Ambulatory Surgery Center Partnership,Ambulatory Surgery Center,1221 N Highland Ave,Aurora,Illinois,60506,No,
1407330863,GSO EQUIPMENT CORP DBA THE OREGON CLINIC ENDOSCOPY CENTER NEWBERG,Ambulatory Surgery Center,879 N Providence Dr,Newberg,Oregon,97132,No,
1417534207,"Medical City Surgery Center Of Frisco, Llc",Ambulatory Surgery Center,5575 Frisco Square Blvd Ste 100,Frisco,Texas,75034,No,
1417580028,SCRIPPS HEALTH DBA ASC JEFFERSON,Ambulatory Surgery Center,2205 Vista Way,Oceanside,California,92054,No,
1417944778,Merrimack Valley Endoscopy Center Llc,Ambulatory Surgery Center,1 Parkway,Haverhill,Massachusetts,1830,No,
1417957796,"Endoscopy Center Of Monroe, Inc.",Ambulatory Surgery Center,316 S 6th St,Monroe,Louisiana,71201,No,
1427015999,"West Shore Surgery, Ltd",Ambulatory Surgery Center,2015 Technology Pkwy,Mechanicsburg,Pennsylvania,17050,No,
1427166990,Los Altos Surgery Center Llc,Ambulatory Surgery Center,795 Altos Oaks Dr,Los Altos,California,94024,No,
1427606383,"United Surgery Center Encinitas, Llc",Ambulatory Surgery Center,477 N El Camino Real Ste A210,Encinitas,California,92024,No,
1437623626,"Prime Surgical Suites, Llc",Ambulatory Surgery Center,180 Riverbend Dr,Granite Falls,North Carolina,28630,No,
1437706140,"Geisinger-Hm Joint Venture, Llc",Ambulatory Surgery Center,10 Choate Circle,Montoursville,Pennsylvania,17754,No,
1447212337,"Puget Sound Gastroenterology, Ps",Ambulatory Surgery Center,11800 Ne 128th St,Kirkland,Washington,98034,No,
1447231287,Gastroenterology Specialists Inc,Ambulatory Surgery Center,2726 Fulton Dr Nw,Canton,Ohio,44718,No,
1447234919,Gengastro Llc,Ambulatory Surgery Center,2222 53rd Ave,Bettendorf,Iowa,52722,No,
1447748470,CTS SURGICAL ASSOCIATES LLC DBA CEDAR TREE SURGICAL CENTER,Ambulatory Surgery Center,32711 Long Neck Rd,Millsboro,Delaware,19966,No,
1457317398,Santa Rosa Surgery Center Lp,Ambulatory Surgery Center,34 Mark West Springs Rd Suite 100,Santa Rosa,California,95403,No,
1457541468,Southeast Alaska Regional Health Consortium,Ambulatory Surgery Center,222 Tongass Dr,Sitka,Alaska,99835,No,
1457820466,Chino Premier Surgery Center Limited Partnership,Ambulatory Surgery Center,5562 Philadelphia St Ste 111,Chino,California,91710,No,
1457948630,"Methodist Ambulatory Surgery Center Of Landmark, Llc",Ambulatory Surgery Center,,San Antonio,Texas,92011,No,
1457957391,"Middlebrook Asc, Llc",Ambulatory Surgery Center,,Knoxville,Tennessee,92011,No,
1457960536,"Lake George Surgery Center, Llc",Ambulatory Surgery Center,6245 N Old 27 Ste A10,Fremont,Indiana,46737,No,
1457968430,"Park Ventura Endoscopy Center, Llc",Ambulatory Surgery Center,"981 State Highway 121, Suite 2100",Allen,Texas,75013,No,
1467016055,"Harbin Clinic, Llc",Ambulatory Surgery Center,200 Gentilly Blvd,Cartersville,Georgia,30120,No,
1467474585,"North Shore Endoscopy Center, Ltd",Ambulatory Surgery Center,850 Columbia Rd Ste 200,Westlake,Ohio,44145,No,
1467920389,"Ku Medwest Ambulatory Surgery Center, Llc",Ambulatory Surgery Center,10720 Nall Avenue,Overland Park,Kansas,66211,No,
1477142784,UWS ASC LLC DBA UPPER WEST SIDE ENDOSCOPY,Ambulatory Surgery Center,230 W 74th St,New York,New York,10023,No,
1477615284,"Rocky Mountain Endoscopy Centers, Llc",Ambulatory Surgery Center,7000 W Colfax Ave,Thornton,Colorado,80214,No,
1487136412,"Endoscopy Center Of South Sacramento, Llc",Ambulatory Surgery Center,8120 Timberlake Way Ste 103,Sacramento,California,95823,No,
1487270492,"East Alabama Ambulatory Surgery Center, Llc",Ambulatory Surgery Center,900 Camp Auburn Road Suite 200,Auburn,Alabama,36849,No,
1487371431,BAYLOR SCOTT AND WHITE SURGICARE WAXAHACHIE LLC,Ambulatory Surgery Center,1434 W Us Highway 287 Byp Ste 100,Waxahachie,Texas,75165,No,
1487399168,"Willow Park Endoscopy Center, Llc",Ambulatory Surgery Center,,WILLOW PARK,Texas,92011,No,
1487610390,Surgery Center Of Fairfield County Llc,Ambulatory Surgery Center,4920 Main St,Trumbull,Connecticut,6606,No,
1487647483,Westside Endoscopy Center Pc,Ambulatory Surgery Center,3825 Medical Park Dr,Austell,Georgia,30106,No,
1497347934,INTEGRIS DDSI ENDOSCOPY CENTERS LLC DBA OKLAHOMA ENDOSCOPY NORTH,Ambulatory Surgery Center,3366 Nw Expressway Ste 400,Oklahoma City,Oklahoma,73112,No,
1497352934,LEXINGTON HEALTH INC DBA LMC LEXINGTON ASC,Ambulatory Surgery Center,,Lexington,South Carolina,92011,No,
1497465249,CENTRAL WASHINGTON HEALTH SERVICES ASSOCIATION DBA CONFLUENCE HEALTH MOSES LAKE ASC,Ambulatory Surgery Center,,Moses Lake,Washington,92011,No,
1497723720,"Jacksonville Beach Surgery Center, Llc",Ambulatory Surgery Center,3316 South Third Street,Jacksonville Beach,Florida,32250,No,
1497733661,Chevy Chase Ambulatory Center Lp,Ambulatory Surgery Center,801 S Chevy Chase Dr,Glendale,California,91205,No,
1497788145,Endoscopy Center Of Southern California Llc,Ambulatory Surgery Center,2336 Santa Monica Blvd Ste 204,Santa Monica,California,90404,No,
1497895676,"Dekalb Gastroenterology Associates Iii, Llc",Ambulatory Surgery Center,2675 N Decatur Rd,Decatur,Georgia,30033,No,
1508304692,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA DBA UCLA HEALTH DIGESTIVE DISEASES SOUTHBAY,Ambulatory Surgery Center,2780 Skypark Dr,Torrance,California,90505,No,
1508400920,"Nazareth Endoscopy Center, Llc",Ambulatory Surgery Center,2401 Northampton St Ste 220,Easton,Pennsylvania,18045,No,
1508419474,WEST NORMAN ENDOSCOPY,Ambulatory Surgery Center,3101 W Tecumseh Rd Ste 100,Norman,Oklahoma,73072,No,
1508500273,"Gastrointestinal Associates Endoscopy Center, Llc",Ambulatory Surgery Center,3225 Business Park Dr,Stevens Point,Wisconsin,54482,No,
1508911728,Minimally Invasive Surgical And Neuroscience Llc,Ambulatory Surgery Center,774 Christiana Rd,Newark,Delaware,19713,No,
1508972118,"Stony Point Surgery Center, L.L.C,",Ambulatory Surgery Center,8700 Stony Point Pkwy,Richmond,Virginia,23235,No,
1518009430,"Wellbrook Endoscopy Center, Pc",Ambulatory Surgery Center,1269 Wellbrook Cir Ne,Conyers,Georgia,30012,No,
1518034354,"North Coast Endoscopy, Llc",Ambulatory Surgery Center,9500 Mentor Ave,Mentor,Ohio,44060,No,
1518423672,"Pacific Ritz Surgery Center, Llc",Ambulatory Surgery Center,16311 Ventura Blvd Ste 570,Encino,California,91436,No,
1518592021,"First Surgery Center, Inc.",Ambulatory Surgery Center,31625 De Portola Rd Ste 102,Temecula,California,92592,No,
1518634732,MEDSTAR HEALTH ENDOSCOPY CENTER SILVER SPRING LLC,Ambulatory Surgery Center,12002 Veirs Mill Rd,Silver Spring,Maryland,20906,No,
1518947589,PREMIER BONE AND JOINT CENTERS,Ambulatory Surgery Center,,LARAMIE,Wyoming,92011,No,
1518995513,"Affiliated Endoscopy Centers, Llc",Ambulatory Surgery Center,1997 Sloan Place,Vadnais Heights,Minnesota,55117,No,
1528210770,"South County Outpatient Endoscopy Services, Lp",Ambulatory Surgery Center,1040 Old Des Peres Rd,Des Peres,Missouri,63131,No,
1528604675,SURGERY CENTER OF NORTH TEXAS PLLC,Ambulatory Surgery Center,330 Standridge Blvd,Anna,Texas,75409,No,
1528623329,LIBERTY MEDICAL DEVELOPMENT DBA ST CROIX SURGICAL CENTER,Ambulatory Surgery Center,4006 Estate Diamond Ste 203,Christiansted,Virgin Islands,820,No,
1538389812,"Ironbound Endo Surgical Center, Inc.",Ambulatory Surgery Center,24-28 Merchant Street,Newark,New Jersey,7105,No,
1538403670,Fresno Ca Multi Asc Lp,Ambulatory Surgery Center,1843 E Fir Ave,Fresno,California,93720,No,
1538647474,PALOS HEALTH SURGERY CENTER,Ambulatory Surgery Center,15300 West Ave Ste 260,Orland Park,Illinois,60462,No,
1548217128,Gulfshore Endoscopy Center Llc,Ambulatory Surgery Center,1084 Goodlette Rd N,Naples,Florida,34102,No,
1548274475,"Reliant Medical Group The Endoscopy Center, Llc",Ambulatory Surgery Center,4 Brotherton Way,Auburn,Massachusetts,1501,No,
